row_id,ordinal,obligation_kind,source_obligation_id,target_id,status,acquisition_status,dataset_refs,required_packet,promotion_rule,artifact_refs,updated_at
OC39-QUEUE-OC35-ATTACK-RESPONSE-MAP-REVIEWER-ATTACK-RESPONSE-MAP-EMPIRICAL-ATTACKS-ATOM-133-H37BA508D59CD,53,empirical_attack_response_mapping,OC35-ATTACK-RESPONSE-MAP-REVIEWER-ATTACK-RESPONSE-MAP-EMPIRICAL-ATTACKS-ATOM-133-H37BA508D59CD,reviewer_attack_response_map__empirical_attacks__atom_133__h37ba508d59cd,ACTIVE_DATA_ACQUISITION_REQUIRED,NO_SEED_BOUND_YET,,"Map reviewer_attack_response_map__empirical_attacks__atom_133__h37ba508d59cd to a domain/crown evidence row, repaired counterevidence row, or explicit nonclaim exclusion.",Local empirical packet required before promotion.,logion/k7/release_missions/oc_core_current/packages/oc_core_1_4/006/language_sources/units/reviewer_attack_response_map__empirical_attacks__atom_133__h37ba508d59cd.json; DATASET_MANIFEST_039.json,2026-05-22T13:32:17.011721+00:00
OC39-QUEUE-OC35-ATTACK-RESPONSE-MAP-REVIEWER-ATTACK-RESPONSE-MAP-EMPIRICAL-ATTACKS-ATOM-134-HA256DA192B9E,54,empirical_attack_response_mapping,OC35-ATTACK-RESPONSE-MAP-REVIEWER-ATTACK-RESPONSE-MAP-EMPIRICAL-ATTACKS-ATOM-134-HA256DA192B9E,reviewer_attack_response_map__empirical_attacks__atom_134__ha256da192b9e,ACTIVE_DATA_ACQUISITION_REQUIRED,NO_SEED_BOUND_YET,,"Map reviewer_attack_response_map__empirical_attacks__atom_134__ha256da192b9e to a domain/crown evidence row, repaired counterevidence row, or explicit nonclaim exclusion.",Local empirical packet required before promotion.,logion/k7/release_missions/oc_core_current/packages/oc_core_1_4/006/language_sources/units/reviewer_attack_response_map__empirical_attacks__atom_134__ha256da192b9e.json; DATASET_MANIFEST_039.json,2026-05-22T13:32:17.011721+00:00
OC39-QUEUE-OC35-ATTACK-RESPONSE-MAP-REVIEWER-ATTACK-RESPONSE-MAP-EMPIRICAL-ATTACKS-ATOM-135-HE1B2C597AEFE,55,empirical_attack_response_mapping,OC35-ATTACK-RESPONSE-MAP-REVIEWER-ATTACK-RESPONSE-MAP-EMPIRICAL-ATTACKS-ATOM-135-HE1B2C597AEFE,reviewer_attack_response_map__empirical_attacks__atom_135__he1b2c597aefe,ACTIVE_DATA_ACQUISITION_REQUIRED,NO_SEED_BOUND_YET,,"Map reviewer_attack_response_map__empirical_attacks__atom_135__he1b2c597aefe to a domain/crown evidence row, repaired counterevidence row, or explicit nonclaim exclusion.",Local empirical packet required before promotion.,logion/k7/release_missions/oc_core_current/packages/oc_core_1_4/006/language_sources/units/reviewer_attack_response_map__empirical_attacks__atom_135__he1b2c597aefe.json; DATASET_MANIFEST_039.json,2026-05-22T13:32:17.011721+00:00
OC39-QUEUE-OC35-ATTACK-RESPONSE-MAP-REVIEWER-ATTACK-RESPONSE-MAP-EMPIRICAL-ATTACKS-ATOM-136-H011C158812E5,56,empirical_attack_response_mapping,OC35-ATTACK-RESPONSE-MAP-REVIEWER-ATTACK-RESPONSE-MAP-EMPIRICAL-ATTACKS-ATOM-136-H011C158812E5,reviewer_attack_response_map__empirical_attacks__atom_136__h011c158812e5,ACTIVE_DATA_ACQUISITION_REQUIRED,NO_SEED_BOUND_YET,,"Map reviewer_attack_response_map__empirical_attacks__atom_136__h011c158812e5 to a domain/crown evidence row, repaired counterevidence row, or explicit nonclaim exclusion.",Local empirical packet required before promotion.,logion/k7/release_missions/oc_core_current/packages/oc_core_1_4/006/language_sources/units/reviewer_attack_response_map__empirical_attacks__atom_136__h011c158812e5.json; DATASET_MANIFEST_039.json,2026-05-22T13:32:17.011721+00:00
OC39-QUEUE-OC35-ATTACK-RESPONSE-MAP-REVIEWER-ATTACK-RESPONSE-MAP-EMPIRICAL-ATTACKS-ATOM-137-HA1583AB62BE3,57,empirical_attack_response_mapping,OC35-ATTACK-RESPONSE-MAP-REVIEWER-ATTACK-RESPONSE-MAP-EMPIRICAL-ATTACKS-ATOM-137-HA1583AB62BE3,reviewer_attack_response_map__empirical_attacks__atom_137__ha1583ab62be3,ACTIVE_DATA_ACQUISITION_REQUIRED,NO_SEED_BOUND_YET,,"Map reviewer_attack_response_map__empirical_attacks__atom_137__ha1583ab62be3 to a domain/crown evidence row, repaired counterevidence row, or explicit nonclaim exclusion.",Local empirical packet required before promotion.,logion/k7/release_missions/oc_core_current/packages/oc_core_1_4/006/language_sources/units/reviewer_attack_response_map__empirical_attacks__atom_137__ha1583ab62be3.json; DATASET_MANIFEST_039.json,2026-05-22T13:32:17.011721+00:00
OC39-QUEUE-OC35-ATTACK-RESPONSE-MAP-REVIEWER-ATTACK-RESPONSE-MAP-EMPIRICAL-ATTACKS-ATOM-138-HC3E277ECA806,58,empirical_attack_response_mapping,OC35-ATTACK-RESPONSE-MAP-REVIEWER-ATTACK-RESPONSE-MAP-EMPIRICAL-ATTACKS-ATOM-138-HC3E277ECA806,reviewer_attack_response_map__empirical_attacks__atom_138__hc3e277eca806,ACTIVE_DATA_ACQUISITION_REQUIRED,NO_SEED_BOUND_YET,,"Map reviewer_attack_response_map__empirical_attacks__atom_138__hc3e277eca806 to a domain/crown evidence row, repaired counterevidence row, or explicit nonclaim exclusion.",Local empirical packet required before promotion.,logion/k7/release_missions/oc_core_current/packages/oc_core_1_4/006/language_sources/units/reviewer_attack_response_map__empirical_attacks__atom_138__hc3e277eca806.json; DATASET_MANIFEST_039.json,2026-05-22T13:32:17.011721+00:00
OC39-QUEUE-OC35-ATTACK-RESPONSE-MAP-REVIEWER-ATTACK-RESPONSE-MAP-EMPIRICAL-ATTACKS-ATOM-139-H318F2264ED98,59,empirical_attack_response_mapping,OC35-ATTACK-RESPONSE-MAP-REVIEWER-ATTACK-RESPONSE-MAP-EMPIRICAL-ATTACKS-ATOM-139-H318F2264ED98,reviewer_attack_response_map__empirical_attacks__atom_139__h318f2264ed98,ACTIVE_DATA_ACQUISITION_REQUIRED,NO_SEED_BOUND_YET,,"Map reviewer_attack_response_map__empirical_attacks__atom_139__h318f2264ed98 to a domain/crown evidence row, repaired counterevidence row, or explicit nonclaim exclusion.",Local empirical packet required before promotion.,logion/k7/release_missions/oc_core_current/packages/oc_core_1_4/006/language_sources/units/reviewer_attack_response_map__empirical_attacks__atom_139__h318f2264ed98.json; DATASET_MANIFEST_039.json,2026-05-22T13:32:17.011721+00:00
OC39-QUEUE-OC35-ATTACK-RESPONSE-MAP-REVIEWER-ATTACK-RESPONSE-MAP-EMPIRICAL-ATTACKS-ATOM-140-HFCD0E57E6C0C,60,empirical_attack_response_mapping,OC35-ATTACK-RESPONSE-MAP-REVIEWER-ATTACK-RESPONSE-MAP-EMPIRICAL-ATTACKS-ATOM-140-HFCD0E57E6C0C,reviewer_attack_response_map__empirical_attacks__atom_140__hfcd0e57e6c0c,ACTIVE_DATA_ACQUISITION_REQUIRED,NO_SEED_BOUND_YET,,"Map reviewer_attack_response_map__empirical_attacks__atom_140__hfcd0e57e6c0c to a domain/crown evidence row, repaired counterevidence row, or explicit nonclaim exclusion.",Local empirical packet required before promotion.,logion/k7/release_missions/oc_core_current/packages/oc_core_1_4/006/language_sources/units/reviewer_attack_response_map__empirical_attacks__atom_140__hfcd0e57e6c0c.json; DATASET_MANIFEST_039.json,2026-05-22T13:32:17.011721+00:00
OC39-QUEUE-OC35-ATTACK-RESPONSE-MAP-REVIEWER-ATTACK-RESPONSE-MAP-EMPIRICAL-ATTACKS-ATOM-141-HDE60962D7772,61,empirical_attack_response_mapping,OC35-ATTACK-RESPONSE-MAP-REVIEWER-ATTACK-RESPONSE-MAP-EMPIRICAL-ATTACKS-ATOM-141-HDE60962D7772,reviewer_attack_response_map__empirical_attacks__atom_141__hde60962d7772,ACTIVE_DATA_ACQUISITION_REQUIRED,NO_SEED_BOUND_YET,,"Map reviewer_attack_response_map__empirical_attacks__atom_141__hde60962d7772 to a domain/crown evidence row, repaired counterevidence row, or explicit nonclaim exclusion.",Local empirical packet required before promotion.,logion/k7/release_missions/oc_core_current/packages/oc_core_1_4/006/language_sources/units/reviewer_attack_response_map__empirical_attacks__atom_141__hde60962d7772.json; DATASET_MANIFEST_039.json,2026-05-22T13:32:17.011721+00:00
OC39-QUEUE-OC35-ATTACK-RESPONSE-MAP-REVIEWER-ATTACK-RESPONSE-MAP-EMPIRICAL-ATTACKS-ATOM-142-H7C68D47B6883,62,empirical_attack_response_mapping,OC35-ATTACK-RESPONSE-MAP-REVIEWER-ATTACK-RESPONSE-MAP-EMPIRICAL-ATTACKS-ATOM-142-H7C68D47B6883,reviewer_attack_response_map__empirical_attacks__atom_142__h7c68d47b6883,ACTIVE_DATA_ACQUISITION_REQUIRED,NO_SEED_BOUND_YET,,"Map reviewer_attack_response_map__empirical_attacks__atom_142__h7c68d47b6883 to a domain/crown evidence row, repaired counterevidence row, or explicit nonclaim exclusion.",Local empirical packet required before promotion.,logion/k7/release_missions/oc_core_current/packages/oc_core_1_4/006/language_sources/units/reviewer_attack_response_map__empirical_attacks__atom_142__h7c68d47b6883.json; DATASET_MANIFEST_039.json,2026-05-22T13:32:17.011721+00:00
OC39-QUEUE-OC35-ARTICLE-FULL-EMPIRICAL-CLOSEOUT,63,article_closeout_gate,OC35-ARTICLE-FULL-EMPIRICAL-CLOSEOUT,FULL_EMPIRICAL_CLOSEOUT,ACTIVE_DATA_ACQUISITION_REQUIRED,NO_SEED_BOUND_YET,,"Close every domain empirical upgrade, crown theorem-chain, and empirical attack-response mapping before article promotion.",Local empirical packet required before promotion.,OC_CONTINUOUS_EVIDENCE_PACKET_ARTICLE_BOUNDARY_035.md; logion/k7/release_missions/oc_core_current/packages/oc_core_1_4/033/full_empirical_theory_expansion/oc_full_empirical_theory_expansion_033.sqlite; logion/k7/release_missions/oc_core_current/packages/oc_core_1_4/034/sequential_evidence_packet_closure/oc_sequential_evidence_packet_closure_034.sqlite; formal/python/validate_035.py; formal/OCContinuous/Basic.lean; DATASET_MANIFEST_039.json,2026-05-22T13:32:17.011721+00:00
